Row Labels,Count of Latency
"1728782090058	",67
"1728782090059	",49
"1728782090060	",15
"1728782090061	",37
"1728782090062	",66
"1728782090063	",60
"1728782090064	",45
"1728782090065	",52
"1728782090066	",70
"1728782090067	",43
"1728782090068	",7
"1728782090069	",8
"1728782090070	",87
"1728782090071	",68
"1728782090072	",21
"1728782090073	",37
"1728782090074	",17
"1728782090075	",88
"1728782090076	",28
"1728782090077	",56
"1728782090078	",65
"1728782090079	",42
"1728782090080	",68
"1728782090081	",31
"1728782090082	",53
"1728782090083	",52
"1728782090084	",51
"1728782090085	",32
"1728782090086	",61
"1728782090087	",61
"1728782090088	",29
"1728782090089	",73
"1728782090090	",26
"1728782090091	",71
"1728782090092	",24
"1728782090093	",19
"1728782090094	",47
"1728782090095	",99
"1728782090096	",22
"1728782090097	",29
"1728782090098	",87
"1728782090099	",32
"1728782090100	",37
"1728782090101	",81
"1728782090102	",18
"1728782090103	",35
"1728782090104	",111
"1728782090105	",21
"1728782090106	",39
"1728782090107	",79
"1728782090108	",45
"1728782090109	",36
"1728782090110	",56
"1728782090111	",50
"1728782090112	",63
"1728782090113	",33
"1728782090114	",24
"1728782090115	",60
"1728782090116	",50
"1728782090117	",28
"1728782090118	",80
"1728782090119	",16
"1728782090120	",87
"1728782090121	",30
"1728782090122	",64
"1728782090123	",31
"1728782090124	",83
"1728782090126	",35
"1728782090127	",85
"1728782090128	",49
"1728782090129	",34
"1728782090130	",48
"1728782090131	",80
"1728782090132	",8
"1728782090133	",50
"1728782090134	",85
"1728782090135	",15
"1728782090136	",65
"1728782090137	",69
"1728782090138	",36
"1728782090139	",51
"1728782090140	",48
"1728782090141	",25
"1728782090142	",43
"1728782090143	",70
"1728782090144	",52
"1728782090145	",45
"1728782090146	",44
"1728782090147	",68
"1728782090148	",11
"1728782090149	",85
"1728782090150	",47
"1728782090151	",36
"1728782090152	",19
"1728782090153	",110
"1728782090154	",7
"1728782090155	",33
"1728782090156	",109
"1728782090157	",22
"1728782090158	",36
"1728782090159	",47
"1728782090160	",49
"1728782090161	",36
"1728782090162	",37
"1728782090163	",64
"1728782090164	",66
"1728782090165	",44
"1728782090166	",55
"1728782090167	",61
"1728782090168	",47
"1728782090169	",72
"1728782090170	",45
"1728782090171	",49
"1728782090172	",51
"1728782090173	",51
"1728782090174	",62
"1728782090175	",29
"1728782090176	",66
"1728782090177	",59
"1728782090178	",38
"1728782090179	",65
"1728782090180	",32
"1728782090181	",54
"1728782090182	",51
"1728782090183	",41
"1728782090184	",63
"1728782090185	",43
"1728782090186	",56
"1728782090187	",28
"1728782090188	",87
"1728782090189	",18
"1728782090190	",88
"1728782090191	",42
"1728782090192	",32
"1728782090193	",70
"1728782090194	",26
"1728782090195	",68
"1728782090196	",67
"1728782090197	",42
"1728782090198	",48
"1728782090199	",47
"1728782090200	",40
"1728782090201	",54
"1728782090202	",28
"1728782090203	",54
"1728782090204	",66
"1728782090205	",47
"1728782090206	",24
"1728782090207	",97
"1728782090208	",13
"1728782090209	",34
"1728782090210	",111
"1728782090211	",23
"1728782090212	",34
"1728782090213	",57
"1728782090214	",61
"1728782090215	",42
"1728782090216	",66
"1728782090217	",37
"1728782090218	",70
"1728782090219	",23
"1728782090220	",90
"1728782090221	",7
"1728782090222	",78
"1728782090223	",20
"1728782090224	",26
"1728782090225	",41
"1728782090226	",85
"1728782090227	",24
"1728782090228	",78
"1728782090229	",32
"1728782090230	",65
"1728782090231	",49
"1728782090232	",66
"1728782090233	",36
"1728782090234	",20
"1728782090235	",96
"1728782090236	",25
"1728782090237	",81
"1728782090238	",29
"1728782090239	",56
"1728782090240	",12
"1728782090241	",85
"1728782090242	",15
"1728782090243	",58
"1728782090244	",85
"1728782090245	",25
"1728782090246	",1
"1728782090247	",69
"1728782090248	",59
"1728782090249	",17
"1728782090250	",76
"1728782090251	",54
"1728782090252	",36
"1728782090253	",34
"1728782090254	",79
"1728782090255	",16
"1728782090256	",76
"1728782090257	",57
"1728782090258	",35
"1728782090259	",59
"1728782090260	",71
"1728782090261	",7
"1728782090262	",91
"1728782090263	",32
"1728782090264	",41
"1728782090265	",52
"1728782090266	",43
"1728782090267	",78
"1728782090268	",29
"1728782090269	",9
"1728782090270	",88
"1728782090271	",51
"1728782090272	",10
"1728782090282	",5
"1728782090283	",42
"1728782090284	",52
"1728782090285	",54
"1728782090286	",45
"1728782090287	",42
"1728782090288	",72
"1728782090289	",40
"1728782090290	",47
"1728782090291	",61
"1728782090292	",59
"1728782090293	",25
"1728782090294	",8
"1728782090295	",88
"1728782090296	",52
"1728782090297	",44
"1728782090298	",76
"1728782090299	",58
"1728782090300	",6
"1728782090301	",103
"1728782090302	",21
"1728782090303	",42
"1728782090304	",44
"1728782090305	",79
"1728782090306	",12
"1728782090307	",35
"1728782090308	",89
"1728782090309	",40
"1728782090310	",8
"1728782090311	",85
"1728782090312	",41
"1728782090313	",36
"1728782090314	",30
"1728782090315	",85
"1728782090316	",5
"1728782090317	",45
"1728782090318	",84
"1728782090319	",39
"1728782090320	",43
"1728782090321	",23
"1728782090322	",88
"1728782090323	",47
"1728782090324	",16
"1728782090325	",93
"1728782090326	",10
"1728782090327	",88
"1728782090328	",27
"1728782090329	",53
"1728782090330	",31
"1728782090331	",85
"1728782090332	",26
"1728782090333	",27
"1728782090334	",111
"1728782090335	",49
"1728782090336	",8
"1728782090337	",66
"1728782090338	",68
"1728782090339	",34
"1728782090340	",50
"1728782090341	",63
"1728782090342	",33
"1728782090343	",69
"1728782090344	",48
"1728782090345	",4
"1728782090346	",105
"1728782090347	",31
"1728782090348	",30
"1728782090349	",67
"1728782090350	",58
"1728782090351	",43
"1728782090352	",35
"1728782090353	",86
"1728782090354	",24
"1728782090355	",23
"1728782090356	",101
"1728782090357	",20
"1728782090358	",47
"1728782090359	",73
"1728782090360	",48
"1728782090361	",19
"1728782090362	",31
"1728782090363	",117
"1728782090364	",48
"1728782090365	",10
"1728782090366	",95
"1728782090367	",16
"1728782090368	",55
"1728782090369	",57
"1728782090370	",33
"1728782090371	",78
"1728782090372	",66
"1728782090373	",13
"1728782090374	",59
"1728782090375	",41
"1728782090376	",53
"1728782090377	",17
"1728782090378	",95
"1728782090379	",18
"1728782090380	",36
"1728782090381	",46
"1728782090382	",75
"1728782090383	",53
"1728782090384	",21
"1728782090385	",93
"1728782090386	",49
"1728782090387	",14
"1728782090388	",1
"1728782090389	",57
"1728782090390	",45
"1728782090391	",52
"1728782090392	",48
"1728782090393	",64
"1728782090394	",14
"1728782090395	",98
"1728782090396	",21
"1728782090397	",65
"1728782090398	",81
"1728782090399	",9
"1728782090400	",78
"1728782090401	",30
"1728782090402	",53
"1728782090403	",55
"1728782090404	",44
"1728782090405	",16
"1728782090406	",84
"1728782090407	",50
"1728782090408	",34
"1728782090409	",32
"1728782090410	",69
"1728782090411	",53
"1728782090412	",57
"1728782090413	",30
"1728782090414	",43
"1728782090415	",54
"1728782090416	",32
"1728782090417	",70
"1728782090418	",32
"1728782090419	",21
"1728782090420	",84
"1728782090421	",62
"1728782090422	",42
"1728782090423	",57
"1728782090424	",70
"1728782090425	",32
"1728782090426	",50
"1728782090427	",52
"1728782090428	",62
"1728782090429	",50
"1728782090430	",49
"1728782090431	",48
"1728782090432	",53
"1728782090433	",44
"1728782090434	",75
"1728782090435	",40
"1728782090436	",46
"1728782090437	",69
"1728782090438	",30
"1728782090439	",61
"1728782090440	",69
"1728782090441	",37
"1728782090442	",66
"1728782090443	",44
"1728782090444	",58
"1728782090445	",50
"1728782090446	",66
"1728782090447	",39
"1728782090448	",69
"1728782090449	",49
"1728782090450	",72
"1728782090451	",26
"1728782090452	",69
"1728782090453	",65
"1728782090454	",35
"1728782090455	",57
"1728782090456	",46
"1728782090457	",75
"1728782090458	",38
"1728782090459	",61
"1728782090460	",65
"1728782090461	",8
"1728782090462	",44
"1728782090463	",61
"1728782090464	",57
"1728782090465	",49
"1728782090466	",73
"1728782090467	",24
"1728782090468	",62
"1728782090469	",59
"1728782090470	",40
"1728782090471	",67
"1728782090472	",53
"1728782090473	",65
"1728782090474	",41
"1728782090475	",57
"1728782090476	",56
"1728782090477	",61
"1728782090478	",47
"1728782090479	",70
"1728782090480	",65
"1728782090481	",31
"1728782090482	",69
"1728782090483	",46
"1728782090484	",65
"1728782090485	",34
"1728782090486	",72
"1728782090487	",60
"1728782090488	",34
"1728782090489	",72
"1728782090490	",61
"1728782090491	",28
"1728782090492	",70
"1728782090493	",65
"1728782090494	",49
"1728782090495	",53
"1728782090496	",39
"1728782090497	",62
"1728782090498	",64
"1728782090499	",32
"1728782090500	",67
"1728782090501	",43
"1728782090502	",78
"1728782090503	",5
"1728782090513	",10
"1728782090514	",16
"1728782090515	",47
"1728782090516	",56
"1728782090517	",52
"1728782090518	",64
"1728782090519	",50
"1728782090520	",48
"1728782090521	",50
"1728782090522	",74
"1728782090523	",37
"1728782090524	",57
"1728782090525	",57
"1728782090526	",58
"1728782090527	",53
"1728782090528	",39
"1728782090529	",88
"1728782090530	",42
"1728782090531	",42
"1728782090532	",73
"1728782090533	",52
"1728782090534	",31
"1728782090535	",73
"1728782090536	",53
"1728782090537	",44
"1728782090538	",70
"1728782090539	",44
"1728782090540	",68
"1728782090541	",42
"1728782090542	",51
"1728782090543	",66
"1728782090544	",40
"1728782090545	",62
"1728782090546	",40
"1728782090547	",2
"1728782090548	",82
"1728782090549	",68
"1728782090550	",23
"1728782090551	",65
"1728782090552	",65
"1728782090553	",55
"1728782090554	",57
"1728782090555	",67
"1728782090556	",34
"1728782090557	",57
"1728782090558	",68
"1728782090559	",36
"1728782090560	",63
"1728782090561	",59
"1728782090562	",58
"1728782090563	",19
"1728782090580	",26
"1728782090581	",96
"1728782090582	",26
"1728782090583	",34
"1728782090584	",83
"1728782090585	",41
"1728782090586	",43
"1728782090587	",70
"1728782090588	",51
"1728782090589	",62
"1728782090590	",53
"1728782090591	",51
"1728782090592	",9
"1728782090593	",58
"1728782090594	",60
"1728782090595	",63
"1728782090596	",31
"1728782090597	",90
"1728782090598	",37
"1728782090599	",55
"1728782090600	",66
"1728782090601	",30
"1728782090602	",71
"1728782090603	",64
"1728782090604	",20
"1728782090605	",76
"1728782090606	",54
"1728782090607	",46
"1728782090608	",82
"1728782090609	",53
"1728782090610	",34
"1728782090611	",75
"1728782090612	",31
"1728782090613	",54
"1728782090614	",54
"1728782090615	",59
"1728782090616	",63
"1728782090617	",46
"1728782090618	",60
"1728782090619	",69
"1728782090620	",39
"1728782090621	",64
"1728782090622	",50
"1728782090623	",67
"1728782090624	",63
"1728782090625	",49
"1728782090626	",63
"1728782090627	",34
"1728782090628	",66
"1728782090629	",61
"1728782090630	",33
"1728782090631	",71
"1728782090632	",69
"1728782090633	",61
"1728782090634	",43
"1728782090635	",66
"1728782090636	",55
"1728782090637	",67
"1728782090638	",53
"1728782090639	",54
"1728782090640	",56
"1728782090641	",58
"1728782090642	",47
"1728782090643	",49
"1728782090644	",74
"1728782090645	",40
"1728782090646	",79
"1728782090647	",61
"1728782090648	",29
"1728782090649	",76
"1728782090650	",21
"1728782090651	",79
"1728782090652	",34
"1728782090653	",67
"1728782090654	",60
"1728782090655	",48
"1728782090656	",59
"1728782090657	",55
"1728782090658	",58
"1728782090659	",54
"1728782090660	",64
"1728782090661	",55
"1728782090662	",39
"1728782090663	",90
"1728782090664	",55
"1728782090665	",41
"1728782090666	",73
"1728782090667	",58
"1728782090668	",45
"1728782090669	",62
"1728782090670	",57
"1728782090671	",56
"1728782090672	",62
"1728782090673	",25
"1728782090674	",75
"1728782090675	",64
"1728782090676	",34
"1728782090677	",68
"1728782090678	",56
"1728782090679	",29
"1728782090680	",59
"1728782090681	",73
"1728782090682	",57
"1728782090683	",35
"1728782090684	",65
"1728782090685	",43
"1728782090686	",42
"1728782090687	",54
"1728782090688	",48
"1728782090689	",66
"1728782090690	",58
"1728782090691	",47
"1728782090692	",64
"1728782090693	",44
"1728782090694	",51
"1728782090695	",41
"1728782090696	",66
"1728782090697	",52
"1728782090698	",45
"1728782090699	",66
"1728782090700	",28
"1728782090701	",27
"1728782090702	",59
"1728782090703	",55
"1728782090704	",53
"1728782090705	",51
"1728782090706	",70
"1728782090707	",61
"1728782090708	",46
"1728782090709	",67
"1728782090710	",39
"1728782090711	",40
"1728782090712	",16
"1728782090713	",83
"1728782090714	",63
"1728782090715	",19
"1728782090716	",83
"1728782090717	",50
"1728782090718	",58
"1728782090719	",55
"1728782090720	",48
"1728782090721	",44
"1728782090722	",83
"1728782090723	",55
"1728782090724	",39
"1728782090725	",58
"1728782090726	",40
"1728782090727	",44
"1728782090728	",68
"1728782090729	",52
"1728782090730	",52
"1728782090731	",45
"1728782090732	",12
"1728782090733	",67
"1728782090734	",47
"1728782090735	",50
"1728782090736	",74
"1728782090737	",54
"1728782090738	",6
"1728782090750	",5
"1728782090751	",30
"1728782090752	",31
"1728782090753	",47
"1728782090754	",65
"1728782090755	",65
"1728782090756	",32
"1728782090757	",76
"1728782090758	",39
"1728782090759	",60
"1728782090760	",48
"1728782090761	",71
"1728782090762	",55
"1728782090763	",39
"1728782090764	",79
"1728782090765	",19
"1728782090766	",58
"1728782090767	",34
"1728782090768	",52
"1728782090769	",40
"1728782090770	",42
"1728782090771	",24
"1728782090772	",13
"1728782090773	",69
"1728782090774	",50
"1728782090775	",42
"1728782090776	",48
"1728782090777	",31
"1728782090778	",34
"1728782090779	",49
"1728782090780	",33
"1728782090781	",82
"1728782090782	",5
"1728782090783	",58
"1728782090784	",57
"1728782090785	",32
"1728782090786	",38
"1728782090787	",39
"1728782090788	",91
"1728782090789	",10
"1728782090790	",13
"1728782090791	",56
"1728782090792	",31
"1728782090793	",13
"1728782090794	",43
"1728782090795	",27
"1728782090796	",22
"1728782090797	",6
"1728782090798	",31
"1728782090799	",30
"1728782090800	",24
"1728782090801	",15
"1728782090802	",34
"1728782090803	",34
"1728782090804	",43
"1728782090805	",54
"1728782090806	",34
"1728782090807	",22
"1728782090808	",76
"1728782090809	",44
"1728782090810	",41
"1728782090811	",79
"1728782090812	",26
"1728782090813	",22
"1728782090814	",89
"1728782090815	",31
"1728782090816	",17
"1728782090817	",109
"1728782090818	",11
"1728782090819	",59
"1728782090820	",34
"1728782090821	",29
"1728782090822	",63
"1728782090823	",49
"1728782090824	",20
"1728782090825	",77
"1728782090826	",65
"1728782090827	",21
"1728782090828	",82
"1728782090829	",58
"1728782090830	",21
"1728782090831	",64
"1728782090833	",25
"1728782090834	",19
"1728782090835	",92
"1728782090836	",30
"1728782090837	",26
"1728782090838	",69
"1728782090839	",45
"1728782090840	",20
"1728782090841	",12
"1728782090842	",28
"1728782090843	",57
"1728782090844	",34
"1728782090845	",47
"1728782090846	",11
"1728782090847	",49
"1728782090848	",59
"1728782090849	",12
"1728782090850	",17
"1728782090851	",24
"1728782090852	",34
"1728782090853	",77
"1728782090854	",16
"1728782090855	",7
"1728782090856	",32
"1728782090857	",42
"1728782090858	",26
"1728782090859	",62
"1728782090860	",47
"1728782090861	",71
"1728782090862	",59
"1728782090863	",26
"1728782090864	",72
"1728782090865	",52
"1728782090866	",43
"1728782090867	",73
"1728782090868	",21
"1728782090869	",59
"1728782090870	",77
"1728782090871	",32
"1728782090872	",53
"1728782090873	",64
"1728782090874	",33
"1728782090875	",70
"1728782090876	",57
"1728782090877	",53
"1728782090878	",58
"1728782090879	",51
"1728782090880	",53
"1728782090881	",62
"1728782090882	",28
"1728782090883	",87
"1728782090884	",35
"1728782090885	",60
"1728782090886	",34
"1728782090887	",39
"1728782090888	",77
"1728782090889	",45
"1728782090890	",9
"1728782090891	",37
"1728782090892	",96
"1728782090893	",27
"1728782090894	",51
"1728782090895	",77
"1728782090896	",39
"1728782090897	",49
"1728782090898	",63
"1728782090899	",13
"1728782090900	",78
"1728782090901	",66
"1728782090902	",24
"1728782090903	",70
"1728782090904	",40
"1728782090905	",41
"1728782090906	",50
"1728782090907	",61
"1728782090908	",55
"1728782090909	",51
"1728782090910	",32
"1728782090911	",85
"1728782090912	",22
"1728782090913	",31
"1728782090914	",73
"1728782090915	",43
"1728782090916	",51
"1728782090917	",39
"1728782090918	",72
"1728782090919	",29
"1728782090920	",30
"1728782090921	",80
"1728782090922	",42
"1728782090923	",41
"1728782090924	",70
"1728782090925	",46
"1728782090926	",48
"1728782090927	",38
"1728782090928	",82
"1728782090929	",42
"1728782090930	",33
"1728782090931	",78
"1728782090932	",34
"1728782090933	",56
"1728782090934	",27
"1728782090935	",71
"1728782090936	",8
"1728782090937	",109
"1728782090938	",44
"1728782090939	",14
"1728782090940	",90
"1728782090941	",53
"1728782090942	",25
"1728782090943	",81
"1728782090944	",48
"1728782090945	",37
"1728782090946	",45
"1728782090947	",75
"1728782090948	",48
"1728782090949	",35
"1728782090950	",85
"1728782090951	",32
"1728782090952	",18
"1728782090953	",79
"1728782090954	",58
"1728782090955	",29
"1728782090956	",68
"1728782090957	",67
"1728782090958	",34
"1728782090959	",62
"1728782090960	",55
"1728782090961	",49
"1728782090962	",50
"1728782090963	",58
"1728782090964	",13
"1728782090965	",80
"1728782090966	",52
"1728782090967	",37
"1728782090968	",82
"1728782090969	",40
"1728782090970	",43
"1728782090971	",3
"1728782090972	",124
"1728782090973	",40
"1728782090974	",50
"1728782090975	",64
"1728782090976	",25
"1728782090977	",80
"1728782090978	",66
"1728782090979	",28
"1728782090980	",74
"1728782090981	",53
"1728782090982	",27
"1728782090983	",66
"1728782090984	",24
"1728782090985	",53
"1728782090986	",90
"1728782090987	",23
"1728782090988	",20
"1728782090989	",125
"1728782090990	",14
"1728782090991	",10
"1728782090992	",10
"1728782090993	",116
"1728782090994	",47
"1728782090995	",51
"1728782090996	",44
"1728782090997	",65
"1728782090998	",34
"1728782090999	",80
"1728782091000	",11
"1728782091001	",57
"1728782091002	",82
"1728782091003	",23
"1728782091004	",41
"1728782091005	",104
"1728782091006	",23
"1728782091007	",29
"1728782091008	",105
"1728782091009	",27
"1728782091010	",13
"1728782091011	",76
"1728782091012	",80
"1728782091013	",10
"1728782091014	",34
"1728782091015	",105
"1728782091016	",25
"1728782091017	",44
"1728782091018	",83
"1728782091019	",38
"1728782091020	",5
"1728782091021	",123
"1728782091022	",44
"1728782091023	",15
"1728782091024	",84
"1728782091025	",50
"1728782091026	",20
"1728782091027	",70
"1728782091028	",67
"1728782091029	",9
"1728782091030	",36
"1728782091031	",94
"1728782091032	",43
"1728782091033	",73
"1728782091034	",59
"1728782091035	",54
"1728782091036	",41
"1728782091037	",68
"1728782091038	",54
"1728782091039	",53
"1728782091040	",64
"1728782091041	",33
"1728782091055	",30
"1728782091056	",77
"1728782091057	",40
"1728782091058	",41
"1728782091059	",65
"1728782091060	",57
"1728782091061	",44
"1728782091062	",16
"1728782091063	",73
"1728782091064	",56
"1728782091065	",73
"1728782091066	",48
"1728782091067	",61
"1728782091068	",49
"1728782091069	",64
"1728782091070	",46
"1728782091071	",50
"1728782091072	",60
"1728782091073	",17
"1728782091074	",29
"1728782091075	",86
"1728782091076	",65
"1728782091077	",56
"1728782091078	",75
"1728782091079	",39
"1728782091080	",52
"1728782091081	",76
"1728782091082	",48
"1728782091083	",47
"1728782091084	",65
"1728782091085	",36
"1728782091086	",66
"1728782091087	",76
"1728782091088	",28
"1728782091089	",92
"1728782091090	",59
"1728782091091	",33
"1728782091092	",68
"1728782091093	",49
"1728782091094	",76
"1728782091095	",53
"1728782091096	",49
"1728782091097	",73
"1728782091098	",57
"1728782091099	",40
"1728782091100	",55
"1728782091101	",69
"1728782091102	",5
"1728782091103	",61
"1728782091104	",67
"1728782091105	",44
"1728782091106	",52
"1728782091107	",8
"1728782091108	",57
"1728782091109	",70
"1728782091110	",54
"1728782091111	",57
"1728782091112	",73
"1728782091113	",58
"1728782091114	",45
"1728782091115	",56
"1728782091116	",4
"1728782091117	",44
"1728782091118	",52
"1728782091119	",47
"1728782091120	",74
"1728782091121	",34
"1728782091122	",60
"1728782091123	",58
"1728782091124	",62
"1728782091125	",36
"1728782091126	",74
"1728782091127	",58
"1728782091128	",57
"1728782091129	",73
"1728782091130	",38
"1728782091131	",53
"1728782091132	",52
"1728782091133	",38
"1728782091134	",80
"1728782091135	",43
"1728782091136	",51
"1728782091137	",85
"1728782091138	",27
"1728782091139	",55
"1728782091140	",58
"1728782091141	",30
"1728782091142	",89
"1728782091143	",54
"1728782091144	",28
"1728782091145	",86
"1728782091146	",50
"1728782091147	",48
"1728782091148	",18
"1728782091149	",25
"1728782091150	",91
"1728782091151	",43
"1728782091152	",79
"1728782091153	",51
"1728782091154	",36
"1728782091155	",48
"1728782091156	",60
"1728782091157	",4
"1728782091158	",111
"1728782091159	",37
"1728782091160	",22
"1728782091161	",68
"1728782091162	",86
"1728782091163	",14
"1728782091164	",61
"1728782091165	",68
"1728782091166	",21
"1728782091167	",72
"1728782091168	",44
"1728782091169	",37
"1728782091170	",64
"1728782091171	",74
"1728782091172	",30
"1728782091173	",50
"1728782091174	",63
"1728782091175	",65
"1728782091176	",37
"1728782091177	",66
"1728782091178	",24
"1728782091179	",42
"1728782091180	",115
"1728782091181	",10
"1728782091182	",42
"1728782091183	",64
"1728782091184	",61
"1728782091185	",35
"1728782091186	",69
"1728782091187	",55
"1728782091188	",20
"1728782091189	",82
"1728782091190	",46
"1728782091191	",47
"1728782091192	",67
"1728782091193	",59
"1728782091194	",44
"1728782091195	",59
"1728782091196	",56
"1728782091197	",53
"1728782091198	",51
"1728782091199	",60
"1728782091200	",64
"1728782091201	",40
"1728782091202	",5
"1728782091203	",105
"1728782091204	",31
"1728782091205	",32
"1728782091206	",68
"1728782091207	",60
"1728782091208	",39
"1728782091209	",11
"1728782091210	",119
"1728782091211	",42
"1728782091212	",47
"1728782091213	",59
"1728782091214	",22
"1728782091215	",88
"1728782091216	",28
"1728782091217	",35
"1728782091218	",103
"1728782091219	",28
"1728782091220	",17
"1728782091221	",121
"1728782091222	",31
"1728782091223	",19
"1728782091224	",116
"1728782091225	",20
"1728782091226	",16
"1728782091227	",129
"1728782091228	",25
"1728782091229	",13
"1728782091230	",48
"1728782091231	",87
"1728782091232	",29
"1728782091233	",15
"1728782091234	",120
"1728782091235	",36
"1728782091236	",3
"1728782091237	",72
"1728782091238	",78
"1728782091239	",17
"1728782091240	",43
"1728782091241	",88
"1728782091242	",15
"1728782091243	",30
"1728782091244	",102
"1728782091245	",23
"1728782091246	",64
"1728782091247	",66
"1728782091248	",38
"1728782091249	",60
"1728782091250	",65
"1728782091251	",38
"1728782091252	",17
"1728782091253	",68
"1728782091254	",42
"1728782091255	",43
"1728782091256	",33
"1728782091257	",43
"1728782091258	",66
"1728782091259	",29
"1728782091260	",78
"1728782091261	",39
"1728782091262	",45
"1728782091263	",73
"1728782091264	",11
"1728782091265	",108
"1728782091266	",25
"1728782091267	",32
"1728782091268	",59
"1728782091269	",79
"1728782091270	",32
"1728782091271	",74
"1728782091272	",55
"1728782091273	",38
"1728782091274	",71
"1728782091275	",65
"1728782091276	",34
"1728782091277	",76
"1728782091278	",39
"1728782091279	",62
"1728782091280	",57
"1728782091281	",45
"1728782091282	",64
"1728782091283	",40
"1728782091284	",74
"1728782091285	",54
"1728782091286	",48
"1728782091287	",69
"1728782091288	",51
"1728782091289	",40
"1728782091290	",71
"1728782091291	",48
"1728782091292	",48
"1728782091293	",50
"1728782091294	",65
"1728782091295	",44
"1728782091296	",67
"1728782091297	",57
"1728782091298	",30
"1728782091299	",80
"1728782091300	",60
"1728782091301	",26
"1728782091302	",76
"1728782091303	",24
"1728782091304	",80
"1728782091305	",30
"1728782091306	",61
"1728782091307	",54
"1728782091308	",53
"1728782091309	",37
"1728782091310	",78
"1728782091311	",53
"1728782091312	",20
"1728782091313	",97
"1728782091314	",49
"1728782091315	",45
"1728782091316	",71
"1728782091330	",31
"1728782091331	",45
"1728782091332	",58
"1728782091333	",81
"1728782091334	",35
"1728782091335	",50
"1728782091336	",59
"1728782091337	",62
"1728782091338	",46
"1728782091339	",35
"1728782091340	",61
"1728782091341	",13
"1728782091342	",72
"1728782091343	",4
"1728782091344	",61
"1728782091345	",86
"1728782091346	",47
"1728782091347	",58
"1728782091348	",72
"1728782091349	",55
"1728782091350	",39
"1728782091351	",20
"1728782091352	",101
"1728782091353	",40
"1728782091354	",29
"1728782091355	",97
"1728782091356	",31
"1728782091357	",28
"1728782091358	",60
"1728782091359	",32
"1728782091360	",67
"1728782091361	",69
"1728782091362	",40
"1728782091363	",45
"1728782091364	",50
"1728782091365	",78
"1728782091366	",23
"1728782091367	",19
"1728782091368	",88
"1728782091369	",60
"1728782091370	",64
"1728782091371	",44
"1728782091372	",63
"1728782091373	",48
"1728782091374	",41
"1728782091375	",24
"1728782091376	",55
"1728782091377	",63
"1728782091378	",50
"1728782091379	",77
"1728782091380	",42
"1728782091381	",74
"1728782091382	",27
"1728782091383	",80
"1728782091384	",6
"1728782091385	",10
"1728782091386	",134
"1728782091387	",24
"1728782091388	",67
"1728782091389	",76
"1728782091390	",25
"1728782091391	",64
"1728782091392	",22
"1728782091393	",88
"1728782091394	",50
"1728782091395	",39
"1728782091396	",53
"1728782091397	",68
"1728782091398	",41
"1728782091399	",61
"1728782091400	",25
"1728782091401	",79
"1728782091402	",69
"1728782091403	",21
"1728782091404	",38
"1728782091405	",61
"1728782091406	",69
"1728782091407	",17
"1728782091408	",78
"1728782091409	",3
"1728782091410	",78
"1728782091411	",79
"1728782091412	",40
"1728782091413	",77
"1728782091414	",68
"1728782091415	",53
"1728782091416	",44
"1728782091417	",73
"1728782091418	",56
"1728782091419	",39
"1728782091420	",50
"1728782091421	",83
"1728782091422	",46
"1728782091423	",76
"1728782091424	",41
"1728782091425	",17
"1728782091426	",69
"1728782091427	",55
"1728782091428	",61
"1728782091429	",54
"1728782091430	",11
"1728782091431	",108
"1728782091432	",45
"1728782091433	",24
"1728782091434	",77
"1728782091435	",49
"1728782091436	",66
"1728782091437	",22
"1728782091438	",60
"1728782091439	",23
"1728782091440	",39
"1728782091441	",10
"1728782091442	",42
"1728782091443	",72
"1728782091444	",54
"1728782091445	",34
"1728782091446	",38
"1728782091447	",47
"1728782091448	",24
"1728782091449	",64
"1728782091450	",37
"1728782091451	",39
"1728782091452	",73
"1728782091453	",41
"1728782091454	",76
"1728782091455	",58
"1728782091456	",58
"1728782091457	",37
"1728782091458	",86
"1728782091459	",17
"1728782091460	",65
"1728782091461	",16
"1728782091462	",57
"1728782091463	",94
"1728782091464	",17
"1728782091465	",45
"1728782091466	",90
"1728782091467	",21
"1728782091468	",58
"1728782091469	",66
"1728782091470	",21
"1728782091471	",53
"1728782091472	",29
"1728782091473	",44
"1728782091474	",39
"1728782091475	",59
"1728782091476	",37
"1728782091477	",64
"1728782091478	",48
"1728782091479	",30
"1728782091480	",91
"1728782091481	",16
"1728782091482	",71
"1728782091483	",34
"1728782091484	",63
"1728782091485	",79
"1728782091486	",35
"1728782091487	",80
"1728782091488	",39
"1728782091489	",56
"1728782091490	",65
"1728782091491	",32
"1728782091492	",86
"1728782091493	",56
"1728782091494	",26
"1728782091495	",87
"1728782091496	",27
"1728782091497	",52
"1728782091498	",17
"1728782091499	",72
"1728782091500	",22
"1728782091501	",60
"1728782091502	",83
"1728782091503	",50
"1728782091504	",34
"1728782091505	",31
"1728782091506	",79
"1728782091507	",44
"1728782091508	",56
"1728782091509	",58
"1728782091510	",37
"1728782091511	",50
"1728782091512	",59
"1728782091513	",77
"1728782091514	",52
"1728782091515	",38
"1728782091516	",78
"1728782091517	",17
"1728782091518	",73
"1728782091519	",75
"1728782091520	",3
"1728782091521	",58
"1728782091522	",35
"1728782091523	",73
"1728782091524	",64
"1728782091525	",30
"1728782091526	",46
"1728782091527	",63
"1728782091528	",51
